TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5660649","Magic","Commander Legends: Battle for Baldur's Gate","Haunted One (Extended Art)","","624","M","Near Mint","7.38","8.00","5.5800","5.5800","0","0","8.9100",""
"5603504","Magic","Commander Legends: Battle for Baldur's Gate","Lae'zel, Vlaakith's Champion","","29","R","Near Mint Foil","1.52","3.95","2.2400","0.9300","0","0","1.7700",""
"5476669","Magic","Commander Legends: Battle for Baldur's Gate","Lightning Bolt","","187","C","Near Mint Foil","2.67","3.95","1.9000","0.5900","1","0","2.6700",""
"5605416","Magic","Commander Legends: Battle for Baldur's Gate","Monster Manual (Extended Art)","","591","R","Near Mint Foil","6.36","7.91","5.0700","5.0700","0","0","3.1100",""
"5478124","Magic","Commander Legends: Battle for Baldur's Gate","Morphic Pool (Extended Art)","","603","R","Near Mint","16.85","19.98","15.8100","14.5000","0","0","13.0500",""
"5661214","Magic","Commander Legends: Battle for Baldur's Gate","Seasoned Dungeoneer (Extended Art)","","610","R","Near Mint","2.89","3.50","3.5600","2.2500","0","0","3.1800",""
"5478009","Magic","Commander Legends: Battle for Baldur's Gate","Spire Garden (Extended Art)","","606","R","Near Mint Foil","12.36","16.50","12.2900","11.3000","0","0","11.4400",""
"5645919","Magic","Commander Legends: Battle for Baldur's Gate","Your Temple Is Under Attack","","52","C","Near Mint Foil","1.98","2.30","1.5600","0.2500","1","0","1.9800",""
"7265221","Magic","Commander Masters","Bloodchief Ascension","","139","R","Near Mint","14.51","16.79","12.6500","11.3400","0","0","12.2400",""
"7257797","Magic","Commander Masters","Ulamog, the Ceaseless Hunger","","5","M","Near Mint","17.96","25.98","17.2800","17.2800","0","0","16.9000",""
"5115769","Magic","Commander: Adventures in the Forgotten Realms","Mantle of the Ancients (Extended Art)","","277","R","Near Mint","2.84","3.19","2.8100","1.5000","1","0","2.8400",""
"5116299","Magic","Commander: Adventures in the Forgotten Realms","Rod of Absorption (Extended Art)","","288","R","Near Mint","1.10","1.06","1.7400","0.3900","0","0","0.8400",""
"8540718","Magic","Commander: Aetherdrift","Accursed Duneyard (Extended Art)","","36","R","Near Mint","1.59","1.95","1.8000","0.4900","0","0","1.5300",""
"8536012","Magic","Commander: Aetherdrift","Adaptive Omnitool (Extended Art)","","32","R","Near Mint","0.93","1.25","1.6400","0.3300","0","0","0.6400",""
"8535932","Magic","Commander: Aetherdrift","Aetherflux Conduit (Extended Art)","","33","R","Near Mint","0.25","0.26","1.3600","0.0500","1","0","0.3500",""
"8535892","Magic","Commander: Aetherdrift","Aetheric Amplifier (Extended Art)","","34","R","Near Mint","1.03","1.35","1.8100","0.5000","0","0","1.9100",""
"8535952","Magic","Commander: Aetherdrift","Peema Trailblazer (Extended Art)","","30","R","Near Mint","0.13","0.11","1.3600","0.0500","2","0","0.3500",""
"8524939","Magic","Commander: Aetherdrift","Pia Nalaar, Chief Mechanic (Borderless)","","2","M","Near Mint","0.15","0.15","1.3500","0.0400","2","0","0.3500",""
"8540698","Magic","Commander: Aetherdrift","Prophet of the Scarab (Extended Art)","","25","R","Near Mint","0.24","0.25","1.4100","0.1000","0","0","0.3200",""
"8535972","Magic","Commander: Aetherdrift","Rampaging Aetherhood (Extended Art)","","31","R","Near Mint","0.30","0.20","1.3500","0.0400","1","0","0.3500",""
"8540293","Magic","Commander: Aetherdrift","Renewed Solidarity (Extended Art)","","23","R","Near Mint","3.33","3.85","3.3000","1.9900","0","0","9.9500",""
"8540673","Magic","Commander: Aetherdrift","Rhet-Tomb Mystic (Extended Art)","","26","R","Near Mint","0.37","0.40","1.4500","0.1400","1","0","0.3700",""
"8535912","Magic","Commander: Aetherdrift","Stridehangar Automaton (Extended Art)","","35","R","Near Mint","3.73","4.49","3.5100","2.2000","0","0","5.3200",""
"8525279","Magic","Commander: Aetherdrift","Temmet, Naktamun's Will (Borderless)","","4","M","Near Mint Foil","0.31","0.34","1.5900","0.2800","0","0","0.4700",""
"8535992","Magic","Commander: Aetherdrift","Territorial Aetherkite (Extended Art)","","28","R","Near Mint","0.16","0.13","1.3600","0.0500","1","0","0.3500",""
"8540628","Magic","Commander: Aetherdrift","Wizened Mentor (Extended Art)","","24","R","Near Mint","0.24","0.23","1.3800","0.0700","0","0","0.3500",""
"8058889","Magic","Commander: Bloomburrow","Steelburr Champion","","12","R","Near Mint","0.12","0.10","1.3800","0.0700","0","0","0.3500",""
"5796922","Magic","Commander: Dominaria United","Dihada, Binder of Wills","","1","M","Near Mint","14.12","","17.6900","17.6900","0","0","8.3900",""
"5782780","Magic","Commander: Dominaria United","Greensleeves, Maro-Sorcerer","","27","M","Near Mint","20.26","18.49","16.7000","16.7000","0","0","17.8300",""
"8161949","Magic","Commander: Duskmourn: House of Horror","Exhume (Borderless)","","370","P","Near Mint Foil","4.79","6.00","5.1300","3.8200","0","0","3.4100",""
"8161959","Magic","Commander: Duskmourn: House of Horror","Goryo's Vengeance (Showcase)","","372","P","Near Mint Foil","5.27","6.97","4.8000","3.4900","0","0","8.8300",""
"5293173","Magic","Commander: Innistrad: Crimson Vow","Mirage Phalanx","","35","R","Near Mint","5.91","5.49","5.4000","5.4000","0","0","0.8100",""
"5306628","Magic","Commander: Innistrad: Crimson Vow","Spectral Arcanist (Extended Art)","","53","R","Near Mint","0.25","0.24","1.4300","0.1200","0","0","0.3500",""
"4743076","Magic","Commander: Kaldheim","Elderfang Venom","","15","R","Near Mint","5.30","9.10","4.0000","2.6900","0","0","3.6600",""
"4745221","Magic","Commander: Kaldheim","Elvish Promenade","","59","U","Near Mint","5.97","6.13","5.0600","3.7500","0","0","4.5000",""
"4746071","Magic","Commander: Kaldheim","Harvest Season","","63","R","Near Mint","1.34","","2.6100","1.3000","0","0","1.2600",""
"4746621","Magic","Commander: Kaldheim","Marwyn, the Nurturer","","68","R","Near Mint","3.12","5.14","3.5600","2.2500","1","0","3.1200",""
"4746821","Magic","Commander: Kaldheim","Moldervine Reclamation","","89","U","Near Mint","2.30","2.26","1.6600","0.3500","2","0","2.3000",""
"4747221","Magic","Commander: Kaldheim","Poison-Tip Archer","","90","U","Near Mint","1.07","1.08","1.8400","0.5300","1","0","1.0700",""
"4742710","Magic","Commander: Kaldheim","Ruthless Winnower","","10","R","Near Mint","2.49","2.88","2.2800","0.9700","0","0","1.7800",""
"4747921","Magic","Commander: Kaldheim","Springbloom Druid","","74","C","Near Mint","0.71","1.50","1.5500","0.2400","0","0","1.1300",""
"4748116","Magic","Commander: Kaldheim","Timberwatch Elf","","76","C","Near Mint","1.54","1.89","1.8100","0.5000","0","0","1.0800",""
"4748366","Magic","Commander: Kaldheim","Wirewood Channeler","","79","U","Near Mint","1.85","","2.8100","1.3100","0","0","1.9000",""
"4743011","Magic","Commander: Kaldheim","Wolverine Riders","","14","R","Near Mint","7.66","9.47","6.9300","6.9300","0","0","6.7800",""
"4748416","Magic","Commander: Kaldheim","Wood Elves","","80","C","Near Mint","1.12","1.24","1.5500","0.2400","1","0","1.1200",""
"7959139","Magic","Commander: Modern Horizons 3","Dark Depths","","334","M","Near Mint","1.64","1.82","2.7900","1.4800","0","0","2.3000",""
"6990406","Magic","Commander: Phyrexia: All Will Be One","Ixhel, Scion of Atraxa","","1","M","Near Mint","1.17","1.65","2.3600","1.0500","1","0","1.1700",""
"6954095","Magic","Commander: Phyrexia: All Will Be One","Lux Artillery","","27","R","Near Mint","0.43","0.45","1.5100","0.2000","0","0","0.5600",""
"8623366","Magic","Commander: Tarkir: Dragonstorm","Adaptive Training Post (Extended Art)","","58","R","Near Mint","0.28","0.32","1.3200","0.0100","1","0","0.3500",""
"8628770","Magic","Commander: Tarkir: Dragonstorm","Ainok Strike Leader (Extended Art)","","51","R","Near Mint","3.35","4.43","3.7400","2.4300","0","0","2.4800",""
"8638994","Magic","Commander: Tarkir: Dragonstorm","Arbor Adherent (Extended Art)","","82","R","Near Mint","1.36","1.71","2.0600","0.7500","1","0","1.3600",""
"8628310","Magic","Commander: Tarkir: Dragonstorm","Bone Devourer (Extended Art)","","66","R","Near Mint","0.44","0.48","1.4900","0.1800","1","0","0.4400",""
"8636340","Magic","Commander: Tarkir: Dragonstorm","Colossal Grave-Reaver (Extended Art)","","90","R","Near Mint","9.35","10.94","8.9500","7.9600","0","0","7.3700",""
"8613484","Magic","Commander: Tarkir: Dragonstorm","Elsha, Threefold Master (Borderless)","","2","M","Near Mint","2.14","2.57","2.0500","0.7400","1","0","2.1400",""
"8639036","Magic","Commander: Tarkir: Dragonstorm","Rampart Architect (Extended Art)","","87","R","Near Mint","0.33","0.36","1.4500","0.1400","1","0","0.3500",""
"8635780","Magic","Commander: Tarkir: Dragonstorm","Steward of the Harvest (Extended Art)","","88","R","Near Mint","1.18","1.54","1.8100","0.5000","0","0","2.8700",""
"8655129","Magic","Commander: Tarkir: Dragonstorm","Thundermane Dragon (Extended Art)","","78","R","Near Mint","2.62","2.86","3.3100","2.0000","0","0","2.2500",""
"8655089","Magic","Commander: Tarkir: Dragonstorm","Will of the Temur (Extended Art)","","64","R","Near Mint","1.21","1.47","2.2900","0.9800","0","0","1.4800",""
"6717050","Magic","Commander: The Brothers' War","Sardian Avenger","","23","R","Near Mint","2.04","2.29","2.3100","1.0000","0","0","2.5400",""
"6734618","Magic","Commander: The Brothers' War","Tawnos, Solemn Survivor (Retro Frame)","","3","M","Near Mint","0.22","","1.4400","0.1300","0","0","0.3200",""
"6677537","Magic","Commander: The Brothers' War","The Brothers' War","","22","R","Near Mint","1.49","1.69","2.1500","0.8400","0","0","1.9700",""
"7176330","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Dol Amroth - Minamo, School at Water's Edge","","369","M","Near Mint Foil","53.79","61.96","48.0000","48.0000","0","0","51.7600",""
"7176265","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Fangorn Forest - Yavimaya, Cradle of Growth","","377","M","Near Mint Foil","42.97","60.14","38.9900","38.9900","0","0","28.2800",""
"7227446","Magic","Commander: The Lord of the Rings: Tales of Middle-earth","Sauron, Lord of the Rings","","4","M","Near Mint","0.35","0.25","1.5300","0.2200","0","0","0.3400",""
"7504643","Magic","Commander: The Lost Caverns of Ixalan","Admiral Brass, Unsinkable (Showcase)","","17","M","Near Mint","0.25","0.26","1.3600","0.0500","0","0","0.3500",""
"7504022","Magic","Commander: The Lost Caverns of Ixalan","Amulet of Vigor (Borderless)","","103","R","Near Mint","45.72","56.00","38.8700","36.8800","0","0","38.3900",""
"7510259","Magic","Commander: The Lost Caverns of Ixalan","Chromatic Orrery (Borderless)","","107","M","Near Mint","45.52","49.98","46.5800","45.1900","0","0","44.0700",""
"7572885","Magic","Commander: The Lost Caverns of Ixalan","Clavileno, First of the Blessed","","2","M","Near Mint","0.47","","1.6700","0.3600","0","0","0.5800",""
"7504563","Magic","Commander: The Lost Caverns of Ixalan","Hakbal of the Surging Soul (Showcase)","","19","M","Near Mint","1.11","1.22","1.9600","0.6500","0","0","1.3800",""
"7555297","Magic","Commander: The Lost Caverns of Ixalan","Ore-Rich Stalactite","","11","R","Near Mint Foil","0.58","0.45","1.5100","0.2000","1","0","0.5800",""
"7556117","Magic","Commander: The Lost Caverns of Ixalan","Thought Vessel (Borderless)","","118","U","Near Mint","8.50","9.17","7.4900","7.4900","1","0","8.5000",""
"7554542","Magic","Commander: The Lost Caverns of Ixalan","Xavier Sal, Infested Captain","","14","R","Near Mint","0.82","0.89","1.9000","0.5900","1","0","0.8200",""
"7363737","Magic","Commander: Wilds of Eldraine","Alela, Cunning Conqueror (Extended Art)","","34","M","Near Mint Foil","8.24","18.80","10.2300","8.2400","0","0","5.3800",""
"7388279","Magic","Commander: Wilds of Eldraine","Court of Ardenvale","","21","R","Near Mint","1.75","1.93","2.2100","0.9000","0","0","2.4400",""
"7388751","Magic","Commander: Wilds of Eldraine","Court of Embereth (Extended Art)","","32","R","Near Mint","4.43","4.61","4.8200","3.5100","1","0","4.4300",""
"7388806","Magic","Commander: Wilds of Eldraine","Court of Garenbrig (Extended Art)","","33","R","Near Mint Foil","14.10","14.99","14.8600","13.8700","0","0","10.1600",""
"7388460","Magic","Commander: Wilds of Eldraine","Court of Vantress","","22","R","Near Mint","4.09","4.25","4.3000","2.8000","0","0","5.0900",""
"7400142","Magic","Commander: Wilds of Eldraine","Misleading Signpost (Extended Art)","","47","R","Near Mint","10.10","","11.1200","10.1300","0","0","4.6300",""
"7400452","Magic","Commander: Wilds of Eldraine","Nettling Nuisance (Extended Art)","","51","R","Near Mint","0.56","","1.5600","0.2500","0","0","0.5300",""
"7399167","Magic","Commander: Wilds of Eldraine","Ox Drover (Extended Art)","","42","R","Near Mint","0.40","0.47","1.4900","0.1800","0","0","0.2600",""
"4583515","Magic","Commander: Zendikar Rising","Invisible Stalker","","27","U","Near Mint","4.62","4.84","2.2500","0.9400","6","0","4.6200",""
"255432","Magic","Conflux","Cliffrunner Behemoth","","79","R","Near Mint","0.34","","1.4600","0.1500","0","0","0.3500",""
"255342","Magic","Conflux","Extractor Demon","","44","R","Near Mint","0.30","","1.4600","0.1500","0","0","0.3500",""
"255450","Magic","Conflux","Giltspire Avenger","","108","R","Near Mint","0.74","","1.9600","0.6500","0","0","0.7000",""
"255475","Magic","Conflux","Mark of Asylum","","10","R","Near Mint","1.29","1.80","2.3900","1.0000","0","0","1.5000",""
"255394","Magic","Conflux","Meglonoth","","118","R","Near Mint","0.36","","1.5200","0.2100","0","0","0.3000",""
"378412","Magic","Conflux","Mirror-Sigil Sergeant","","12","M","Lightly Played","1.40","","2.5800","1.2700","0","0","1.4400",""
"378438","Magic","Conflux","Scepter of Dominance","","17","R","Lightly Played","0.53","","1.7300","0.4200","0","0","0.4800",""
"255423","Magic","Conflux","Sigil of the Empty Throne","","18","R","Near Mint","0.89","","1.8100","0.5000","0","0","0.8900",""
"255415","Magic","Conflux","Soul's Majesty","","92","R","Near Mint","1.21","","2.3100","1.0000","0","0","1.6600",""
"378448","Magic","Conflux","Soul's Majesty","","92","R","Lightly Played","1.38","","2.3000","0.9900","0","0","1.1400",""
"255476","Magic","Conflux","Voracious Dragon","","75","R","Near Mint","0.50","","1.7900","0.4800","1","0","0.5000",""
"3193541","Magic","Conspiracy: Take the Crown","Burgeoning","","178","R","Near Mint","40.27","45.13","32.9800","31.9900","1","0","40.2700",""
"764634","Magic","Dark Ascension","Black Cat","","54","C","Near Mint Foil","1.05","","2.4600","1.1500","0","0","1.0700",""
"760695","Magic","Dark Ascension","Curse of Bloodletting","","85","R","Near Mint Foil","5.44","","6.5700","5.5800","0","0","6.7200",""
"764633","Magic","Dark Ascension","Drogskol Captain","","136","U","Near Mint Foil","2.36","","3.2500","1.9400","1","0","2.3600",""
"760615","Magic","Dark Ascension","Fling","","90","C","Near Mint Foil","1.04","","1.6100","0.3000","1","0","1.0400",""
"764617","Magic","Dark Ascension","Highborn Ghoul","","68","C","Near Mint Foil","","","1.5500","0.2400","0","0","0.2700",""
"759955","Magic","Dark Ascension","Increasing Confusion","","41","R","Near Mint Foil","3.34","","4.6100","3.3000","0","0","4.2200",""
"760610","Magic","Dark Ascension","Markov Blademaster","","96","R","Near Mint","0.34","","1.5100","0.2000","0","0","0.3300",""
"760304","Magic","Dark Ascension","Pyreheart Wolf","","101","U","Near Mint Foil","5.03","","5.0300","5.0300","1","0","5.0300",""
"759952","Magic","Dark Ascension","Strangleroot Geist","","127","U","Near Mint Foil","7.17","","5.0000","5.0000","1","0","7.1700",""
"373266","Magic","Darksteel","Darksteel Colossus","","109","R","Lightly Played","9.90","9.00","5.3100","4.0000","1","0","9.9000",""
"373267","Magic","Darksteel","Darksteel Forge","","110","R","Lightly Played","31.82","","31.1400","29.9900","0","0","30.3200",""
"23680","Magic","Darksteel","Spawning Pit","","141","U","Near Mint","1.81","","2.8000","1.4900","0","0","1.4200",""
"23725","Magic","Darksteel","Spellbinder","","143","R","Near Mint","3.97","5.99","3.5500","2.0500","0","0","3.7000",""
"341779","Magic","Darksteel","Sundering Titan","","146","R","Moderately Played","0.60","","1.8800","0.5700","0","0","0.6100",""
"373245","Magic","Darksteel","Sword of Light and Shadow","","149","R","Lightly Played","7.68","","7.6500","7.6500","0","0","7.6800",""
"341729","Magic","Darksteel","Sword of Light and Shadow","","149","R","Moderately Played","7.23","","7.2300","7.2300","1","0","7.2300",""
"373240","Magic","Darksteel","Whispersilk Cloak","","160","C","Lightly Played","2.21","2.99","2.7900","1.4800","0","0","1.8400",""
"1168797","Magic","Deckmasters Garfield vs Finkel","Jokulhaups","","15","R","Near Mint","4.24","","5.1700","5.1700","0","0","4.0900",""
"343469","Magic","Dissension","Anthem of Rakdos","","102","R","Moderately Played","0.37","","1.6700","0.3600","0","0","0.4300",""
"375025","Magic","Dissension","Elemental Resonance","","83","R","Lightly Played","1.44","1.33","2.3900","1.0800","1","0","1.4400",""
"25526","Magic","Dissension","Rain of Gore","","126","R","Near Mint","10.41","","12.0900","12.0900","0","0","13.6800",""
"375098","Magic","Dissension","Rakdos Pit Dragon","","69","R","Lightly Played","0.28","","1.4100","0.1000","0","0","0.3300",""
"375102","Magic","Dissension","Ratcatcher","","52","R","Lightly Played","7.51","","7.6000","7.1000","0","0","8.7100",""
"375129","Magic","Dissension","Stalking Vengeance","","73","R","Lightly Played","0.31","","1.5500","0.2400","0","0","0.3200",""
"375156","Magic","Dissension","Walking Archive","","169","R","Lightly Played","2.25","","3.4400","2.1300","0","0","2.1300",""
"375160","Magic","Dissension","Windreaver","","138","R","Lightly Played","0.10","0.10","1.4000","0.0900","0","0","0.3500",""
"3614809","Magic","Dominaria","Helm of the Host","","217","R","Near Mint","13.29","16.04","12.0000","12.0000","0","0","8.9600",""
"6803026","Magic","Dominaria Remastered","Absorb","","186","R","Near Mint","0.25","0.26","1.5100","0.2000","0","0","0.2800",""
"6825406","Magic","Dominaria Remastered","Avarax","","112","C","Near Mint","0.02","0.01","1.3200","0.0100","3","0","0.3500",""
"6827451","Magic","Dominaria Remastered","Chain Lightning","","113","C","Near Mint","0.28","0.25","1.5100","0.2000","3","0","0.3500",""
"6828306","Magic","Dominaria Remastered","Coal Stoker","","114","C","Near Mint","0.03","0.01","1.3200","0.0100","3","0","0.3500",""
"6805456","Magic","Dominaria Remastered","Counterspell","","45","C","Near Mint","1.40","1.49","2.5200","1.2100","0","0","3.1400",""
"6819116","Magic","Dominaria Remastered","Counterspell (Retro Frame)","","281","C","Near Mint","1.37","1.72","1.7600","0.4500","0","0","1.2700",""
"6791536","Magic","Dominaria Remastered","Crop Rotation","","154","U","Near Mint","4.37","4.97","3.3000","1.9900","0","0","2.1900",""
"6836291","Magic","Dominaria Remastered","Damping Sphere","","219","U","Near Mint","0.33","0.33","1.5800","0.2700","0","0","0.4900",""
"6790335","Magic","Dominaria Remastered","Deadapult","","115","U","Near Mint","0.02","0.01","1.3200","0.0100","2","0","0.3500",""
"6828871","Magic","Dominaria Remastered","Dragon Whelp","","116","U","Near Mint","0.03","0.02","1.3200","0.0100","2","0","0.3500",""
"6855491","Magic","Dominaria Remastered","Dragon Whelp (Retro Frame)","","317","U","Near Mint","0.03","0.01","1.3200","0.0100","1","0","0.3500",""
"6805646","Magic","Dominaria Remastered","Dread Return","","80","U","Near Mint","0.27","0.26","1.5600","0.2500","0","0","0.2700",""
"6800594","Magic","Dominaria Remastered","Elvish Spirit Guide","","157","U","Near Mint","1.04","1.09","2.0100","0.7000","0","0","1.1200",""
"6830231","Magic","Dominaria Remastered","Ember Beast","","117","C","Near Mint","0.02","","1.3200","0.0100","3","0","0.3500",""
"6796016","Magic","Dominaria Remastered","Empty the Warrens","","118","C","Near Mint","0.14","0.04","1.3500","0.0400","2","0","0.3500",""
"6799709","Magic","Dominaria Remastered","Empty the Warrens (Retro Frame)","","318","C","Near Mint Foil","0.31","0.15","1.4100","0.1000","0","0","0.2700",""
"6832636","Magic","Dominaria Remastered","Fireblast","","119","U","Near Mint","0.26","0.23","1.4600","0.1500","1","0","0.3500",""
"6832641","Magic","Dominaria Remastered","Fireblast","","119","U","Near Mint Foil","0.30","0.16","1.4800","0.1700","1","0","0.3500",""
"6833866","Magic","Dominaria Remastered","Flametongue Kavu","","120","U","Near Mint","0.06","0.06","1.3300","0.0200","2","0","0.3500",""
"6864056","Magic","Dominaria Remastered","Flametongue Kavu (Borderless)","","432","U","Near Mint","0.16","0.04","1.3600","0.0500","1","0","0.3500",""
"6653967","Magic","Dominaria Remastered","Force of Will","","50","M","Near Mint","58.77","61.98","56.5000","55.0000","1","0","58.7700",""
"6654597","Magic","Dominaria Remastered","Force of Will (Retro Frame)","","284","M","Near Mint","57.00","62.98","54.4200","54.4200","0","0","47.2000",""
"6787321","Magic","Dominaria Remastered","Forest (410) (Retro Frame)","","410","L","Near Mint","0.27","0.22","1.4000","0.0900","0","0","0.3200",""
"6794146","Magic","Dominaria Remastered","Frantic Search","","51","C","Near Mint","0.28","0.25","1.5600","0.2500","0","0","0.2600",""
"6800004","Magic","Dominaria Remastered","Frantic Search (Retro Frame)","","285","C","Near Mint","0.32","0.33","1.5600","0.2500","0","0","0.3500",""
"6845686","Magic","Dominaria Remastered","Gemstone Mine","","247","R","Near Mint","0.83","","1.9900","0.6800","0","0","0.8500",""
"6836691","Magic","Dominaria Remastered","Goblin Matron","","123","C","Near Mint","0.19","0.20","1.4800","0.1700","0","0","0.3500",""
"6860196","Magic","Dominaria Remastered","Goblin Matron (Retro Frame)","","323","C","Near Mint","0.10","0.10","1.4100","0.1000","0","0","0.3500",""
"6796126","Magic","Dominaria Remastered","Grapeshot","","125","C","Near Mint","0.24","0.25","1.5000","0.1900","0","0","0.3500",""
"6794386","Magic","Dominaria Remastered","High Tide","","54","U","Near Mint","1.04","1.02","2.2600","0.9500","0","0","0.5400",""
"6799974","Magic","Dominaria Remastered","High Tide (Borderless)","","419","U","Near Mint","1.78","2.15","2.1600","0.8500","0","0","0.7400",""
"6793126","Magic","Dominaria Remastered","Kamahl, Fist of Krosa","","166","M","Near Mint","0.55","0.55","1.7200","0.4100","0","0","0.6700",""
"6786633","Magic","Dominaria Remastered","Marit Lage Token","","4","T","Near Mint","2.94","2.77","3.5000","2.0000","0","0","3.9400",""
"6801344","Magic","Dominaria Remastered","Maze of Ith (Borderless)","","456","R","Near Mint","8.60","8.59","8.3100","8.3100","0","0","5.4100",""
"6843416","Magic","Dominaria Remastered","Millikin","","231","U","Near Mint","0.07","0.07","1.3700","0.0600","0","0","0.3500",""
"6845214","Magic","Dominaria Remastered","Mind Stone","","232","C","Near Mint","0.20","0.15","1.4600","0.1500","0","0","0.3500",""
"6804871","Magic","Dominaria Remastered","Mindslicer","","91","R","Near Mint","0.39","0.41","1.6900","0.3800","0","0","0.3900",""
"6858201","Magic","Dominaria Remastered","Mishra's Factory (Retro Frame)","","399","U","Near Mint Foil","1.00","1.63","2.3100","1.0000","0","0","0.8300",""
"6814311","Magic","Dominaria Remastered","Mystic Remora","","59","R","Near Mint","8.76","9.83","8.1900","7.2000","0","0","6.3800",""
"6795856","Magic","Dominaria Remastered","Mystical Tutor","","60","R","Near Mint","13.85","14.98","10.9800","9.9900","1","0","13.8500",""
"6799784","Magic","Dominaria Remastered","Mystical Tutor (Retro Frame)","","289","R","Near Mint","11.12","11.20","10.7300","10.7300","0","0","7.9700",""
"6790976","Magic","Dominaria Remastered","Nature's Lore","","170","U","Near Mint","3.43","3.55","3.3100","2.0000","0","0","2.1700",""
"6805726","Magic","Dominaria Remastered","Nightscape Familiar","","94","C","Near Mint","0.26","0.26","1.5200","0.2100","0","0","0.3500",""
"6794976","Magic","Dominaria Remastered","Ornithopter","","233","C","Near Mint","0.25","0.25","1.5100","0.2000","0","0","0.3500",""
"6795056","Magic","Dominaria Remastered","Ornithopter (Retro Frame)","","386","C","Near Mint","0.18","0.18","1.4200","0.1100","0","0","0.3500",""
"6790576","Magic","Dominaria Remastered","Pashalik Mons","","133","R","Near Mint","1.21","1.37","1.7200","0.4100","0","0","1.0400",""
"6815266","Magic","Dominaria Remastered","Peregrine Drake","","65","C","Near Mint","0.17","0.15","1.4600","0.1500","0","0","0.3500",""
"6786794","Magic","Dominaria Remastered","Plains (402) (Retro Frame)","","402","L","Near Mint","0.17","0.10","1.3900","0.0800","0","0","0.3500",""
"6842206","Magic","Dominaria Remastered","Saproling Symbiosis (Retro Frame)","","348","R","Near Mint","0.38","0.37","1.5400","0.2300","0","0","0.3000",""
"6815571","Magic","Dominaria Remastered","Snap","","66","C","Near Mint","1.40","1.42","2.5800","1.2700","0","0","1.3700",""
"6787126","Magic","Dominaria Remastered","Swamp (407) (Retro Frame)","","407","L","Near Mint","0.29","0.14","1.4500","0.1400","0","0","0.3500",""
"6806946","Magic","Dominaria Remastered","Terravore","","181","U","Near Mint","0.21","0.20","1.5000","0.1900","0","0","0.3500",""
"6815876","Magic","Dominaria Remastered","Turnabout","","70","U","Near Mint","0.18","0.19","1.4200","0.1100","0","0","0.3500",""
"6794466","Magic","Dominaria Remastered","Vampiric Tutor (Borderless)","","430","M","Near Mint","60.58","69.98","57.9900","57.9900","0","0","42.5600",""
"6855336","Magic","Dominaria Remastered","Wall of Junk","","240","U","Near Mint","0.15","0.15","1.4600","0.1500","0","0","0.3500",""
"6791136","Magic","Dominaria Remastered","Wild Growth","","184","C","Near Mint","0.29","0.28","1.5400","0.2300","0","0","0.2900",""
"6806661","Magic","Dominaria Remastered","Zur the Enchanter","","206","R","Near Mint","0.85","0.85","1.9900","0.6800","0","0","0.6600",""
"6813966","Magic","Dominaria Remastered","Zur the Enchanter (Retro Frame)","","374","R","Near Mint Foil","0.71","0.73","1.9700","0.6600","0","0","0.5400",""
"5742801","Magic","Dominaria United","Adarkar Wastes (Borderless)","","377","R","Near Mint","2.56","3.35","3.0600","1.7500","1","0","2.5600",""
"5769250","Magic","Dominaria United","Balduvian Berserker","","116","U","Near Mint","0.02","","1.3200","0.0100","1","0","0.3500",""
"5743131","Magic","Dominaria United","Braids, Arisen Nightmare","","84","R","Near Mint","4.24","5.72","4.2800","2.9500","0","0","4.2900",""
"5780275","Magic","Dominaria United","Coalition Warbrute","","118","C","Near Mint","0.05","0.01","1.3200","0.0100","1","0","0.3500",""
"5749301","Magic","Dominaria United","Cut Down","","89","U","Near Mint","1.83","2.25","1.7100","0.4000","0","0","4.4000",""
"5782630","Magic","Dominaria United","Destroy Evil","","17","C","Near Mint","0.65","0.67","1.7000","0.3900","0","0","1.2900",""
"5782635","Magic","Dominaria United","Destroy Evil","","17","C","Near Mint Foil","1.00","0.96","1.9000","0.5900","1","0","1.0000",""
"5760093","Magic","Dominaria United","Dragon Whelp","","120","U","Near Mint","0.03","0.03","1.3200","0.0100","1","0","0.3500",""
"5769330","Magic","Dominaria United","Electrostatic Infantry","","122","U","Near Mint","0.13","0.15","1.4000","0.0900","1","0","0.3500",""
"5761682","Magic","Dominaria United","Fires of Victory","","123","U","Near Mint","0.05","0.05","1.3200","0.0100","2","0","0.3500",""
"5780355","Magic","Dominaria United","Flowstone Infusion","","124","C","Near Mint","0.02","0.01","1.3200","0.0100","1","0","0.3500",""
"5780985","Magic","Dominaria United","Flowstone Kavu","","125","C","Near Mint","0.01","","1.3200","0.0100","1","0","0.3500",""
"5781575","Magic","Dominaria United","Furious Bellow","","126","C","Near Mint","0.03","0.01","1.3200","0.0100","1","0","0.3500",""
"5776915","Magic","Dominaria United","Jodah, the Unifier","","203","M","Near Mint","3.38","4.21","3.3900","2.0000","0","0","2.8400",""
"5745391","Magic","Dominaria United","Karplusan Forest","","250","R","Near Mint","1.25","1.19","1.9600","0.6500","1","0","1.2500",""
