TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7925749","Magic","Modern Horizons 3","Sapphire Medallion","","296","R","Near Mint","3.72","4.50","3.7600","2.4500","0","0","3.7200",""
"7924549","Magic","Modern Horizons 3","Shadow of the Second Sun","","70","M","Near Mint","1.26","1.42","2.3200","1.0100","1","0","1.2600",""
"7931954","Magic","Modern Horizons 3","Shadow of the Second Sun (Retro Frame)","","402","M","Near Mint","1.26","1.41","2.3000","0.9900","0","0","1.4400",""
"7943054","Magic","Modern Horizons 3","Shifting Woodland","","228","R","Near Mint","5.97","6.51","5.7500","5.7500","0","0","8.6700",""
"7954035","Magic","Modern Horizons 3","Shilgengar, Sire of Famine (Borderless)","","366","R","Near Mint Foil","0.49","0.48","1.5000","0.1900","0","0","0.5200",""
"7936505","Magic","Modern Horizons 3","Sink into Stupor","","241","U","Near Mint","5.61","6.37","5.1900","5.1900","0","0","8.2600",""
"7936510","Magic","Modern Horizons 3","Sink into Stupor","","241","U","Near Mint Foil","8.04","8.99","8.0400","8.0400","0","0","8.5800",""
"7924629","Magic","Modern Horizons 3","Six","","169","R","Near Mint","6.33","7.60","6.0100","4.7000","0","0","4.0700",""
"7932299","Magic","Modern Horizons 3","Six (Retro Frame)","","430","R","Near Mint","10.40","10.05","8.2900","7.3000","0","0","4.3800",""
"7898873","Magic","Modern Horizons 3","Snow-Covered Wastes (Retro Frame)","","439","U","Near Mint","0.63","0.60","1.5600","0.2500","0","0","0.8600",""
"7943824","Magic","Modern Horizons 3","Sowing Mycospawn","","170","R","Near Mint","3.02","3.74","2.4200","1.1100","0","0","3.6800",""
"7941766","Magic","Modern Horizons 3","Sowing Mycospawn (Borderless)","","340","R","Near Mint","4.23","4.58","4.9900","3.6800","0","0","5.0000",""
"7948785","Magic","Modern Horizons 3","Springheart Nantuko","","171","R","Near Mint","3.18","3.50","3.8400","2.4900","0","0","5.0200",""
"7937940","Magic","Modern Horizons 3","Spymaster's Vault","","230","R","Near Mint Foil","1.06","0.79","2.0600","0.7500","0","0","1.8800",""
"7939645","Magic","Modern Horizons 3","Strength of the Harvest","","258","U","Near Mint","1.07","0.26","1.4300","0.1200","0","0","0.3700",""
"7937695","Magic","Modern Horizons 3","Strix Serenade","","71","R","Near Mint","1.15","1.34","2.2200","0.9100","0","0","1.2400",""
"7936585","Magic","Modern Horizons 3","Sundering Eruption","","248","U","Near Mint","0.95","0.97","2.0200","0.7100","0","0","0.9000",""
"7792557","Magic","Modern Horizons 3","Swamp (0306)","","306","L","Near Mint","0.21","0.09","1.4000","0.0900","0","0","0.3500",""
"7900437","Magic","Modern Horizons 3","Sylvan Safekeeper","","287","R","Near Mint","2.10","2.38","2.8100","1.5000","0","0","1.7800",""
"7935064","Magic","Modern Horizons 3","The Necrobloom (Borderless)","","378","R","Near Mint","1.09","1.03","2.2000","0.8900","0","0","1.1900",""
"7900712","Magic","Modern Horizons 3","Ugin's Labyrinth","","233","M","Near Mint Foil","34.81","38.23","33.2500","33.2500","0","0","21.8100",""
"7930734","Magic","Modern Horizons 3","Ulamog, the Defiler (Borderless)","","383","M","Near Mint","55.05","62.48","42.0000","42.0000","1","0","55.0500",""
"7900947","Magic","Modern Horizons 3","Urza's Cave","","234","U","Near Mint","1.88","2.37","2.7100","1.4000","0","0","2.0500",""
"7962359","Magic","Modern Horizons 3","Urza's Incubator","","297","R","Near Mint","13.18","13.54","12.2000","12.2000","0","0","11.0800",""
"7945335","Magic","Modern Horizons 3","Vexing Bauble","","212","U","Near Mint","0.63","0.62","1.6100","0.3000","0","0","0.9600",""
"7928469","Magic","Modern Horizons 3","Volatile Stormdrake","","79","R","Near Mint","0.70","0.79","1.4100","0.1000","0","0","0.6900",""
"7930814","Magic","Modern Horizons 3","Volatile Stormdrake (Borderless)","","329","R","Near Mint","4.16","4.89","3.3100","2.0000","0","0","5.1200",""
"7938420","Magic","Modern Horizons 3","Warren Soultrader","","110","R","Near Mint","10.58","11.86","10.2500","10.2500","0","0","8.5100",""
"7939565","Magic","Modern Horizons 3","Waterlogged Teachings","","261","U","Near Mint","1.21","0.39","1.5100","0.2000","0","0","0.4400",""
"7939570","Magic","Modern Horizons 3","Waterlogged Teachings","","261","U","Near Mint Foil","1.59","2.13","1.8100","0.5000","0","0","1.5900",""
"7930329","Magic","Modern Horizons 3","Wheel of Potential (Borderless)","","336","R","Near Mint","0.85","0.47","1.7900","0.4800","0","0","0.5500",""
"7901317","Magic","Modern Horizons 3","Wight of the Reliquary","","207","R","Near Mint","2.15","2.43","2.6300","1.3200","0","0","1.8000",""
"7902367","Magic","Modern Horizons 3","Wight of the Reliquary (Extended Art)","","460","R","Near Mint","3.40","3.58","3.4400","2.1300","0","0","2.3200",""
"7789932","Magic","Modern Horizons 3","Windswept Heath","","235","R","Near Mint","8.44","10.15","8.4800","8.4800","0","0","8.2500",""
"7792187","Magic","Modern Horizons 3","Windswept Heath (Borderless)","","360","R","Near Mint","19.65","19.60","17.6000","15.6000","0","0","12.8800",""
"7929009","Magic","Modern Horizons 3","Witch Enchanter","","239","U","Near Mint","2.74","","3.0600","1.7500","0","0","7.6400",""
"7791182","Magic","Modern Horizons 3","Wooded Foothills (Retro Frame)","","441","R","Near Mint","18.35","18.78","18.4900","18.4900","0","0","13.6300",""
"7938265","Magic","Modern Horizons 3","Worn Powerstone","","298","U","Near Mint Foil","0.49","0.61","1.5600","0.2500","0","0","0.7700",""
"7937165","Magic","Modern Horizons 3","Wrath of the Skies","","49","R","Near Mint","1.52","2.23","1.8300","0.5200","0","0","2.3900",""
"2879758","Magic","Modern Masters 2015","Midnight Banshee","","86","R","Lightly Played","5.08","","5.2900","5.2900","0","0","5.3900",""
"2878606","Magic","Modern Masters 2015","Surgical Extraction","","99","R","Near Mint","3.12","","4.1600","2.8500","0","0","2.6300",""
"115698","Magic","Morningtide","Cream of the Crop","","117","R","Near Mint","12.32","","12.9900","12.9900","0","0","10.3900",""
"376784","Magic","Morningtide","Gilt-Leaf Archdruid","","124","R","Lightly Played","16.81","18.94","15.3100","15.3100","0","0","1.2200",""
"376796","Magic","Morningtide","Kinsbaile Borderguard","","14","R","Lightly Played","0.67","0.52","1.7100","0.4000","0","0","0.4800",""
"115735","Magic","Morningtide","Kinsbaile Cavalier","","15","R","Near Mint","13.83","","13.0000","12.0100","0","0","13.8100",""
"115740","Magic","Morningtide","Lightning Crafter","","93","R","Near Mint","3.00","","4.0000","2.6900","0","0","3.2800",""
"376856","Magic","Morningtide","Sigil Tracer","","49","R","Lightly Played","4.93","6.25","4.7500","3.4400","1","0","4.9300",""
"376875","Magic","Morningtide","Unstoppable Ash","","137","R","Lightly Played","0.99","","2.2700","0.9600","0","0","0.9800",""
"7685781","Magic","Murders at Karlov Manor","Aftermath Analyst","","148","U","Near Mint","2.17","2.31","3.0400","1.7300","0","0","2.5600",""
"7594392","Magic","Murders at Karlov Manor","Aurelia, the Law Above (Showcase) (0317)","","317","R","Near Mint","2.66","2.91","3.2100","1.9000","1","0","2.6600",""
"7688378","Magic","Murders at Karlov Manor","Bolrac-Clan Basher","","112","U","Near Mint Foil","0.02","0.02","1.3200","0.0100","1","0","0.3500",""
"7690066","Magic","Murders at Karlov Manor","Case of the Burning Masks","","113","U","Near Mint","0.02","0.01","1.3200","0.0100","2","0","0.3500",""
"7684160","Magic","Murders at Karlov Manor","Case of the Locked Hothouse","","155","R","Near Mint","2.58","2.73","3.2000","1.8900","0","0","4.7100",""
"7665158","Magic","Murders at Karlov Manor","Case of the Ransacked Lab","","45","R","Near Mint","0.55","0.57","1.7500","0.4400","0","0","0.7400",""
"7697458","Magic","Murders at Karlov Manor","Caught Red-Handed","","115","U","Near Mint","0.04","0.01","1.3200","0.0100","1","0","0.3500",""
"7685206","Magic","Murders at Karlov Manor","Concealed Weapon","","117","U","Near Mint","0.05","","1.3200","0.0100","2","0","0.3500",""
"7685541","Magic","Murders at Karlov Manor","Connecting the Dots","","118","R","Near Mint","0.08","0.05","1.3800","0.0700","1","0","0.3500",""
"7668619","Magic","Murders at Karlov Manor","Convenient Target","","119","U","Near Mint","0.04","0.02","1.3200","0.0100","1","0","0.3500",""
"7670721","Magic","Murders at Karlov Manor","Convenient Target (Showcase)","","305","U","Near Mint","0.07","","1.3200","0.0100","1","0","0.3500",""
"7690146","Magic","Murders at Karlov Manor","Cornered Crook","","120","U","Near Mint","0.02","0.01","1.3200","0.0100","2","0","0.3500",""
"7665318","Magic","Murders at Karlov Manor","Crime Novelist","","121","U","Near Mint","0.20","0.16","1.4700","0.1600","2","0","0.3500",""
"7591837","Magic","Murders at Karlov Manor","Demand Answers","","122","C","Near Mint","1.03","0.27","1.4700","0.1600","2","0","1.0300",""
"7594312","Magic","Murders at Karlov Manor","Demand Answers (Showcase)","","306","C","Near Mint","0.18","0.18","1.4400","0.1300","1","0","0.3500",""
"7684883","Magic","Murders at Karlov Manor","Doppelgang","","198","R","Near Mint","0.48","0.48","1.6000","0.2900","0","0","0.8400",""
"7671641","Magic","Murders at Karlov Manor","Elegant Parlor (Borderless)","","325","R","Near Mint","12.49","14.84","11.6200","11.6200","0","0","8.3300",""
"7707522","Magic","Murders at Karlov Manor","Expedited Inheritance","","123","M","Near Mint","0.18","0.16","1.4500","0.1400","1","0","0.3500",""
"7666369","Magic","Murders at Karlov Manor","Expose the Culprit","","124","U","Near Mint","0.07","","1.3500","0.0400","0","0","0.3500",""
"7668779","Magic","Murders at Karlov Manor","Felonious Rage","","125","C","Near Mint","0.05","0.01","1.3200","0.0100","4","0","0.3500",""
"7668784","Magic","Murders at Karlov Manor","Felonious Rage","","125","C","Near Mint Foil","0.10","","1.3400","0.0300","1","0","0.3500",""
"7695303","Magic","Murders at Karlov Manor","Forensic Gadgeteer","","57","R","Near Mint","1.11","1.20","2.2300","0.9200","0","0","1.8700",""
"7700188","Magic","Murders at Karlov Manor","Frantic Scapegoat","","126","U","Near Mint","0.06","0.01","1.3200","0.0100","2","0","0.3500",""
"7684080","Magic","Murders at Karlov Manor","Fugitive Codebreaker (Showcase)","","348","R","Near Mint","0.13","","1.3400","0.0300","1","0","0.3500",""
"7667639","Magic","Murders at Karlov Manor","Hedge Maze","","262","R","Near Mint","12.12","12.30","11.8200","10.6000","0","0","16.1400",""
"7702807","Magic","Murders at Karlov Manor","Insidious Roots","","208","U","Near Mint","1.49","1.64","2.3100","1.0000","0","0","0.9800",""
"7666919","Magic","Murders at Karlov Manor","Meticulous Archive","","264","R","Near Mint","17.04","17.10","16.1900","16.1900","0","0","16.2600",""
"7667239","Magic","Murders at Karlov Manor","Raucous Theater","","266","R","Near Mint","8.05","8.64","7.6700","6.3600","0","0","10.7100",""
"7688533","Magic","Murders at Karlov Manor","Slime Against Humanity","","177","C","Near Mint","1.57","1.99","1.8900","0.5800","0","0","1.7500",""
"7685701","Magic","Murders at Karlov Manor","The Pride of Hull Clade","","172","M","Near Mint","1.35","1.35","2.5500","1.2400","0","0","1.7700",""
"7666759","Magic","Murders at Karlov Manor","Undercity Sewers","","270","R","Near Mint","19.45","20.90","17.9900","17.0000","0","0","25.2600",""
"7667159","Magic","Murders at Karlov Manor","Underground Mortuary","","271","R","Near Mint","14.28","14.58","13.9000","12.9100","0","0","14.8800",""
"7687663","Magic","Murders at Karlov Manor","Undergrowth Recon","","181","M","Near Mint","1.41","1.46","2.3100","1.0000","0","0","1.7600",""
"7664198","Magic","Murders at Karlov Manor","Warleader's Call","","242","R","Near Mint","9.69","10.18","8.9500","8.9500","0","0","6.0000",""
"369905","Magic","Nemesis","Flowstone Slide","","83","R","Lightly Played","0.21","","1.4600","0.1500","1","0","0.3500",""
"369981","Magic","Nemesis","Skyshroud Claim","","117","C","Lightly Played","1.64","1.60","2.7100","1.4000","1","0","1.6400",""
"417231","Magic","New Phyrexia","Act of Aggression","","78","U","Near Mint","0.39","","1.5600","0.2500","3","0","0.3900",""
"417128","Magic","New Phyrexia","Artillerize","","79","C","Near Mint","0.11","","1.3200","0.0100","9","0","0.3500",""
"417133","Magic","New Phyrexia","Beast Within","","103","U","Near Mint","1.09","","2.1100","0.8000","0","0","1.3300",""
"417187","Magic","New Phyrexia","Blighted Agent","","29","C","Near Mint","0.87","0.87","2.0600","0.7500","0","0","1.1000",""
"417191","Magic","New Phyrexia","Bludgeon Brawl","","80","R","Near Mint","0.41","","1.5600","0.2500","2","0","0.4100",""
"417251","Magic","New Phyrexia","Chancellor of the Annex","","6","R","Near Mint","2.67","2.67","3.1100","1.8000","0","0","2.3100",""
"416749","Magic","New Phyrexia","Chancellor of the Dross","","54","R","Near Mint","1.30","4.94","2.0300","0.7200","0","0","1.1100",""
"416758","Magic","New Phyrexia","Chancellor of the Forge","","81","R","Near Mint","0.87","","1.9900","0.6800","1","0","0.8700",""
"417123","Magic","New Phyrexia","Chancellor of the Tangle","","106","R","Near Mint","0.90","","1.8300","0.5200","0","0","0.4500",""
"416983","Magic","New Phyrexia","Dispatch","","7","U","Near Mint","2.15","3.84","2.4600","1.1500","0","0","1.0600",""
"417140","Magic","New Phyrexia","Fallen Ferromancer","","82","U","Near Mint","0.19","","1.4500","0.1400","3","0","0.3500",""
"417195","Magic","New Phyrexia","Flameborn Viron","","83","C","Near Mint","0.11","","1.3200","0.0100","10","0","0.3500",""
"416753","Magic","New Phyrexia","Fresh Meat","","109","R","Near Mint","0.28","","1.4500","0.1400","0","0","0.3500",""
"417200","Magic","New Phyrexia","Furnace Scamp","","84","C","Near Mint","0.05","0.04","1.3200","0.0100","11","0","0.3500",""
"417138","Magic","New Phyrexia","Gut Shot","","86","U","Near Mint","2.09","2.09","2.8100","1.5000","0","0","1.4500",""
"416746","Magic","New Phyrexia","Hex Parasite","","137","R","Near Mint","10.50","13.76","10.4000","10.4000","0","0","6.1300",""
"417203","Magic","New Phyrexia","Jor Kadeen, the Prevailer","","128","R","Near Mint","0.22","","1.4000","0.0900","0","0","0.3500",""
"417207","Magic","New Phyrexia","Life's Finale","","65","R","Near Mint","2.04","2.07","2.2900","0.9800","2","0","2.0400",""
"417119","Magic","New Phyrexia","Melira, Sylvok Outcast","","115","R","Near Mint","2.72","4.23","3.1000","1.7900","0","0","3.3900",""
"417211","Magic","New Phyrexia","Mindcrank","","144","U","Near Mint","11.63","11.28","11.1400","9.9900","0","0","9.8800",""
"416985","Magic","New Phyrexia","Mutagenic Growth","","116","C","Near Mint","3.00","7.77","3.3000","1.9900","0","0","1.0600",""
"417183","Magic","New Phyrexia","Myr Superion","","146","R","Near Mint","2.45","2.82","2.9200","1.6100","1","0","2.4500",""
"416747","Magic","New Phyrexia","Norn's Annex","","17","R","Near Mint","1.39","","3.0600","1.7500","0","0","0.8400",""
"417189","Magic","New Phyrexia","Noxious Revival","","118","U","Near Mint","5.19","","5.4900","4.1800","0","0","5.2800",""
"417199","Magic","New Phyrexia","Phyrexian Swarmlord","","119","R","Near Mint","1.66","4.00","2.7900","1.4800","0","0","1.7100",""
"416740","Magic","New Phyrexia","Phyrexian Unlife","","18","R","Near Mint","0.65","0.71","1.7000","0.3900","0","0","0.5100",""
"416748","Magic","New Phyrexia","Praetor's Grasp","","71","R","Near Mint","12.53","18.97","11.9700","10.9800","0","0","10.7000",""
"416741","Magic","New Phyrexia","Psychic Surgery","","44","R","Near Mint","0.31","0.29","1.5100","0.2000","0","0","0.3100",""
"417122","Magic","New Phyrexia","Soul Conduit","","158","R","Near Mint","0.59","","1.8000","0.4900","0","0","0.5100",""
"416745","Magic","New Phyrexia","Spellskite","","159","R","Near Mint","6.32","","7.0900","5.8000","0","0","5.4100",""
"417060","Magic","New Phyrexia","Surgical Extraction","","74","R","Near Mint","4.26","","5.2200","3.9100","0","0","4.0000",""
"416752","Magic","New Phyrexia","Suture Priest","","25","C","Near Mint","1.56","","2.5600","1.2500","0","0","1.4700",""
"417198","Magic","New Phyrexia","Triumph of the Hordes","","123","U","Near Mint","16.76","17.09","13.8500","13.8500","0","0","13.7500",""
"418267","Magic","New Phyrexia","Unwinding Clock","","164","R","Lightly Played","10.08","12.99","9.4800","8.4900","0","0","9.2900",""
"416760","Magic","New Phyrexia","Urabrask the Hidden","","98","M","Near Mint","1.72","","2.7000","1.3900","0","0","1.6100",""
"417154","Magic","New Phyrexia","Viral Drake","","49","U","Near Mint","5.93","6.05","3.0300","1.7200","0","0","3.9600",""
"417163","Magic","New Phyrexia","Whispering Specter","","77","U","Near Mint","0.84","","2.1200","0.8100","0","0","0.8300",""
"22234","Magic","Odyssey","Repentant Vampire","","157","R","Near Mint","0.41","0.49","1.5500","0.2400","0","0","0.4000",""
"339999","Magic","Odyssey","Repentant Vampire","","157","R","Moderately Played","0.26","","1.4600","0.1500","0","0","0.3500",""
"22344","Magic","Odyssey","Seton, Krosan Protector","","267","R","Near Mint","8.84","","6.9600","5.6900","0","0","1.4900",""
"22248","Magic","Odyssey","Zombify","","171","U","Near Mint","0.65","","1.7300","0.4200","0","0","0.5200",""
"22710","Magic","Onslaught","Chain of Vapor","","73","U","Near Mint","8.37","","7.9000","5.9100","0","0","7.5300",""
"22826","Magic","Onslaught","Cryptic Gateway","","306","R","Near Mint","1.61","","2.8600","1.5500","0","0","2.1200",""
"372195","Magic","Onslaught","False Cure","","146","R","Lightly Played","3.35","","4.5600","3.2500","0","0","2.7800",""
"22832","Magic","Onslaught","Ixidor, Reality Sculptor","","89","R","Near Mint","2.58","","3.5000","2.0000","0","0","2.1000",""
"22878","Magic","Onslaught","Supreme Inquisitor","","117","R","Near Mint","0.51","","1.6300","0.3200","0","0","0.5900",""
"371987","Magic","Onslaught","True Believer","","57","R","Lightly Played","1.30","","2.3000","0.9900","0","0","1.6200",""
"372164","Magic","Onslaught","Undead Gladiator","","178","R","Lightly Played","0.54","","1.7700","0.4200","0","0","0.4200",""
"8085191","Magic","Open House Promos","Ravenous Squirrel (Retro Frame)","","1","P","Near Mint Foil","0.38","","1.5000","0.1900","0","0","0.3300",""
"7838280","Magic","Outlaws of Thunder Junction","Annie Joins Up","","191","R","Near Mint","3.98","5.64","3.8100","2.5000","0","0","2.5900",""
"7886504","Magic","Outlaws of Thunder Junction","Beau Token","","6","T","Near Mint","1.78","","3.0600","1.7500","0","0","2.1000",""
"7820297","Magic","Outlaws of Thunder Junction","Blooming Marsh","","266","R","Near Mint","2.05","2.78","2.4900","1.1800","1","0","2.0500",""
"7830524","Magic","Outlaws of Thunder Junction","Brimstone Roundup","","115","U","Near Mint","0.07","","1.3200","0.0100","2","0","0.3500",""
"7825054","Magic","Outlaws of Thunder Junction","Caught in the Crossfire","","117","U","Near Mint","0.04","","1.3200","0.0100","1","0","0.3500",""
"7838440","Magic","Outlaws of Thunder Junction","Caustic Bronco","","82","R","Near Mint","0.31","0.29","1.4600","0.1500","0","0","0.7800",""
"7824208","Magic","Outlaws of Thunder Junction","Cunning Coyote","","118","U","Near Mint","0.13","","1.3500","0.0400","1","0","0.3500",""
"7839451","Magic","Outlaws of Thunder Junction","Deadeye Duelist","","119","C","Near Mint","0.04","0.01","1.3200","0.0100","3","0","0.3500",""
"7831564","Magic","Outlaws of Thunder Junction","Demonic Ruckus","","120","U","Near Mint","0.08","0.04","1.3600","0.0500","1","0","0.3500",""
"7828322","Magic","Outlaws of Thunder Junction","Discerning Peddler","","121","C","Near Mint","0.03","0.01","1.3200","0.0100","5","0","0.3500",""
"7834264","Magic","Outlaws of Thunder Junction","Explosive Derailment","","122","C","Near Mint","0.02","","1.3200","0.0100","3","0","0.3500",""
"7834269","Magic","Outlaws of Thunder Junction","Explosive Derailment","","122","C","Near Mint Foil","0.08","","1.3400","0.0300","1","0","0.3500",""
"7837800","Magic","Outlaws of Thunder Junction","Ferocification","","123","U","Near Mint","0.11","","1.3300","0.0200","1","0","0.3500",""
"7788772","Magic","Outlaws of Thunder Junction","Forest (0276)","","276","L","Near Mint Foil","0.34","0.21","1.4100","0.1000","0","0","0.3800",""
"7831724","Magic","Outlaws of Thunder Junction","Forsaken Miner","","88","U","Near Mint","0.16","","1.4600","0.1500","0","0","0.2700",""
"7835380","Magic","Outlaws of Thunder Junction","Goldvein Hydra","","167","M","Near Mint","8.28","8.99","7.7800","7.7800","0","0","10.9100",""
"7819642","Magic","Outlaws of Thunder Junction","Great Train Heist","","125","R","Near Mint","2.03","2.35","2.5100","1.2000","1","0","2.0300",""
"7816060","Magic","Outlaws of Thunder Junction","Honest Rutstein","","207","U","Near Mint","0.15","0.13","1.4100","0.1000","0","0","0.3000",""
"7814314","Magic","Outlaws of Thunder Junction","Insatiable Avarice","","91","R","Near Mint","2.40","2.97","2.5500","1.2400","0","0","3.1800",""
"7814319","Magic","Outlaws of Thunder Junction","Insatiable Avarice","","91","R","Near Mint Foil","2.94","3.54","3.4100","2.1000","0","0","4.0600",""
"7820212","Magic","Outlaws of Thunder Junction","Inspiring Vantage","","269","R","Near Mint","3.01","3.74","3.3100","2.0000","0","0","3.9300",""
"7832494","Magic","Outlaws of Thunder Junction","Kambal, Profiteering Mayor","","211","R","Near Mint","3.08","3.80","3.5000","1.5000","0","0","4.0200",""
"7832499","Magic","Outlaws of Thunder Junction","Kambal, Profiteering Mayor","","211","R","Near Mint Foil","3.45","3.98","4.3000","2.9900","0","0","4.0500",""
"7840032","Magic","Outlaws of Thunder Junction","Laughing Jasper Flint","","215","R","Near Mint","0.45","0.45","1.6000","0.2500","1","0","0.4500",""
"7833974","Magic","Outlaws of Thunder Junction","Magebane Lizard","","134","U","Near Mint","1.21","2.89","1.8700","0.5600","1","0","1.2100",""
"7819802","Magic","Outlaws of Thunder Junction","Rakdos, the Muscle","","226","M","Near Mint","1.11","1.23","2.0600","0.7500","0","0","2.0000",""
"7841192","Magic","Outlaws of Thunder Junction","Return the Favor","","142","U","Near Mint","1.13","1.22","2.1800","0.8700","0","0","1.8700",""
"7841197","Magic","Outlaws of Thunder Junction","Return the Favor","","142","U","Near Mint Foil","1.54","1.62","2.2900","0.9800","0","0","1.9000",""
"7822208","Magic","Outlaws of Thunder Junction","Satoru, the Infiltrator","","230","R","Near Mint","0.50","0.55","1.6100","0.3000","1","0","0.5000",""
"7819972","Magic","Outlaws of Thunder Junction","Spirebluff Canal","","270","R","Near Mint","3.35","3.42","3.5100","2.2000","0","0","2.1600",""
"7819887","Magic","Outlaws of Thunder Junction","The Gitrog, Ravenous Ride","","206","M","Near Mint","1.25","1.25","2.3000","0.9900","0","0","2.4900",""
"7820472","Magic","Outlaws of Thunder Junction","The Gitrog, Ravenous Ride (Extended Art)","","352","M","Near Mint Foil","5.05","3.77","5.0700","3.7600","0","0","6.9100",""
"7833814","Magic","Outlaws of Thunder Junction","This Town Ain't Big Enough","","74","U","Near Mint","0.81","0.85","1.8100","0.5000","0","0","2.9800",""
"7828002","Magic","Outlaws of Thunder Junction","Three Steps Ahead","","75","R","Near Mint","5.25","6.11","5.1900","5.1900","0","0","8.0800",""
"7828007","Magic","Outlaws of Thunder Junction","Three Steps Ahead","","75","R","Near Mint Foil","6.52","6.39","5.8700","5.8700","0","0","9.5000",""
"7819327","Magic","Outlaws of Thunder Junction","Tinybones Joins Up","","108","R","Near Mint Foil","0.64","0.64","1.7800","0.4700","0","0","1.1100",""
"7788527","Magic","Outlaws of Thunder Junction","Tinybones, the Pickpocket","","109","M","Near Mint","4.81","5.66","4.8000","3.4900","0","0","8.6300",""
"7845770","Magic","Outlaws of Thunder Junction: Breaking News","Archive Trap","","7","R","Near Mint","0.79","1.19","1.7000","0.3900","0","0","0.6700",""
"7845365","Magic","Outlaws of Thunder Junction: Breaking News","Fling","","24","U","Near Mint","0.14","","1.3600","0.0500","1","0","0.3500",""
"7817867","Magic","Outlaws of Thunder Junction: Breaking News","Grindstone","","62","M","Near Mint Foil","2.60","","3.6100","2.3000","0","0","2.4600",""
"7818022","Magic","Outlaws of Thunder Junction: Breaking News","Mana Drain","","11","M","Near Mint","39.71","47.98","34.9900","34.0000","0","0","31.5900",""
"7789247","Magic","Outlaws of Thunder Junction: Breaking News","Thoughtseize","","20","M","Near Mint","4.83","6.25","5.0300","5.0300","0","0","6.4200",""
"7848581","Magic","Outlaws of Thunder Junction: The Big Score","Legion Extruder","","12","M","Near Mint","0.86","0.98","1.6600","0.3500","0","0","1.6600",""
"7849716","Magic","Outlaws of Thunder Junction: The Big Score","Legion Extruder (Extended Art)","","77","M","Near Mint Foil","2.95","3.00","3.2500","1.9400","0","0","2.9000",""
"7848341","Magic","Outlaws of Thunder Junction: The Big Score","Lotus Ring","","24","M","Near Mint","1.32","1.33","2.1600","0.8500","0","0","1.6700",""
"7821528","Magic","Outlaws of Thunder Junction: The Big Score","Oltec Matterweaver","","3","M","Near Mint","1.80","1.90","2.4100","1.1000","0","0","2.5100",""
"7848741","Magic","Outlaws of Thunder Junction: The Big Score","Omenpath Journey","","18","M","Near Mint","2.17","2.44","2.7100","1.4000","0","0","5.1700",""
"7848661","Magic","Outlaws of Thunder Junction: The Big Score","Pest Control","","22","M","Near Mint","6.23","6.24","5.7600","5.7600","0","0","6.1000",""
"6932981","Magic","Phyrexia: All Will Be One","Anoint with Affliction","","81","C","Near Mint","0.18","0.17","1.4200","0.1100","0","0","0.7900",""
"6934589","Magic","Phyrexia: All Will Be One","Archfiend of the Dross","","82","R","Near Mint","0.73","0.71","1.5600","0.2500","1","0","0.7300",""
"6945090","Magic","Phyrexia: All Will Be One","Awaken the Sleeper","","119","U","Near Mint","0.02","0.02","1.3200","0.0100","2","0","0.3500",""
"6961499","Magic","Phyrexia: All Will Be One","Axiom Engraver","","120","C","Near Mint","0.01","0.01","1.3200","0.0100","3","0","0.3500",""
"6961819","Magic","Phyrexia: All Will Be One","Barbed Batterfist","","121","C","Near Mint","0.03","0.03","1.3200","0.0100","2","0","0.3500",""
"6940179","Magic","Phyrexia: All Will Be One","Blackcleave Cliffs (Borderless)","","370","R","Near Mint","2.34","2.39","2.9100","1.6000","0","0","2.3500",""
"6962059","Magic","Phyrexia: All Will Be One","Bladegraft Aspirant","","122","C","Near Mint","0.08","0.02","1.3500","0.0400","2","0","0.3500",""
"6962064","Magic","Phyrexia: All Will Be One","Bladegraft Aspirant","","122","C","Near Mint Foil","0.17","","1.3700","0.0600","1","0","0.3500",""
"6962299","Magic","Phyrexia: All Will Be One","Blazing Crescendo","","123","C","Near Mint","0.09","0.12","1.4000","0.0900","3","0","0.3500",""
"6931743","Magic","Phyrexia: All Will Be One","Bloated Contaminator","","159","R","Near Mint","1.78","1.95","2.1300","0.8200","1","0","1.7800",""
"6944501","Magic","Phyrexia: All Will Be One","Cacophony Scamp","","124","U","Near Mint","0.16","0.15","1.3900","0.0800","1","0","0.3500",""
"6958773","Magic","Phyrexia: All Will Be One","Cankerbloom","","161","U","Near Mint","0.42","0.49","1.5900","0.2800","0","0","0.5100",""
"6936709","Magic","Phyrexia: All Will Be One","Capricious Hellraiser","","125","M","Near Mint","0.22","0.22","1.4500","0.1400","1","0","0.3500",""
"6942961","Magic","Phyrexia: All Will Be One","Capricious Hellraiser (Showcase)","","310","M","Near Mint","0.34","0.34","1.5100","0.2000","0","0","0.3600",""
"6962779","Magic","Phyrexia: All Will Be One","Chimney Rabble","","126","C","Near Mint","0.02","0.01","1.3200","0.0100","3","0","0.3500",""
"6956150","Magic","Phyrexia: All Will Be One","Churning Reservoir","","127","U","Near Mint","0.04","0.01","1.3200","0.0100","2","0","0.3500",""
"6956155","Magic","Phyrexia: All Will Be One","Churning Reservoir","","127","U","Near Mint Foil","0.14","","1.3200","0.0100","1","0","0.3500",""
